LON,LAT,NUMBER,STREET,UNIT,CITY,DISTRICT,REGION,POSTCODE,ID,HASH
-120.0941986,38.4296737,1016,MOUNTAIN VIEW,,,,,,,81985669ab8ecf63
-120.0931322,38.4291335,870,SKYLINE DR,,,,,,,659cc951fed0d6fb
-120.0948159,38.4286705,968,SKYLINE DR,,,,,,,86d08b82d43da292
-120.0956604,38.4281992,1105,MOUNTAIN VIEW,,,,,,,16f3c6ad37140fba
-120.0955217,38.4289133,1090,MOUNTAIN VIEW,,,,,,,792c64938f5130b5
-120.0954854,38.429485,1752,SKYLINE DR,,,,,,,3ec98a70f9270e6c
-120.0959066,38.4291804,1728,SKYLINE DR,,,,,,,7665610e307e38e1
-120.0969313,38.4286477,1686,SKYLINE DR,,,,,,,6e47ddf44bd57cc7
-120.0974849,38.428701,1666,SKYLINE DR,,,,,,,1cf38c4d213e2ef2
-120.0960603,38.4285808,1124,MOUNTAIN VIEW,,,,,,,6d4c4eb683bbcb81
-120.0957993,38.4287423,1110,MOUNTAIN VIEW,,,,,,,bbdbbafeb05f7485
-120.0975638,38.4275568,1229,MOUNTAIN VIEW,,,,,,,cfde6721d5b585fe
-120.0972288,38.4276126,1187,MOUNTAIN VIEW,,,,,,,3ef09a7f5e8f4bee
-120.0969243,38.4276682,1171,MOUNTAIN VIEW,,,,,,,d5044da13f870731
-120.096598,38.4277709,1149,MOUNTAIN VIEW,,,,,,,510b5d931cf5626c
-120.0956501,38.4278448,1018,SKYLINE DR,,,,,,,3500c548094426d4
-120.0944659,38.4280322,945,SKYLINE DR,,,,,,,ed7f1a2ac56ed057
-120.0934185,38.4285954,877,SKYLINE DR,,,,,,,fe0fecc184b6d3a5
-120.0934591,38.4282785,835,SKYLINE DR,,,,,,,28078cc9b89b3661
-120.093692,38.428034,813,SKYLINE DR,,,,,,,676eac56109a2153
-120.0931846,38.4277171,816,SKYLINE DR,,,,,,,c198e2982c7babe5
-120.0941587,38.4276522,775,SKYLINE DR,,,,,,,5089f2184a856a0b
-120.0948243,38.426999,725,SKYLINE DR,,,,,,,fc911c7fa4661761
-120.0950558,38.4267912,707,SKYLINE DR,,,,,,,b98bbec672d18c65
-120.0951254,38.4274967,993,SKYLINE DR,,,,,,,a60b75b0867bfd43
-120.095455,38.4272534,1015,SKYLINE DR,,,,,,,ab7b6ff83bbb618e
-120.0957785,38.4270332,1039,SKYLINE DR,,,,,,,33ad27f6a8a8bf5a
-120.0964687,38.427324,1074,SKYLINE DR,,,,,,,acd48d5e0523f82f
-120.0968408,38.4271267,1098,SKYLINE DR,,,,,,,30c54185eafca0c6
-120.0971878,38.4269788,1118,SKYLINE DR,,,,,,,1eb85175ff3e5af5
-120.0978744,38.4268409,1283,MOUNTAIN VIEW,,,,,,,10fc0a77c697f9d6
-120.096052,38.4268293,1059,SKYLINE DR,,,,,,,8292baf71d836f86
-120.1011324,38.4274361,1394,ALPINE VISTA,,,,,,,8e286f95e41e40e6
-120.1000276,38.4276178,1326,ALPINE VISTA,,,,,,,00772382f14c4b8b
-120.0985849,38.4279294,1250,ALPINE VISTA,,,,,,,666e6c9555f8fe88
-120.0998295,38.4272316,1317,ALPINE VISTA,,,,,,,88925ed459f36d2c
-120.1003391,38.4270265,1343,ALPINE VISTA,,,,,,,61f041b5e87c05d5
-120.1018021,38.426871,1391,ALPINE VISTA,,,,,,,fd2322486af92c49
-120.1012729,38.426684,1315,SKYLINE DR,,,,,,,c3efdd3c6cd03094
-120.0990879,38.4268185,1205,SHADY LN,,,,,,,844ca55f2a9eec4e
-120.0983975,38.427161,1266,MOUNTAIN VIEW,,,,,,,db283b3cece113b1
-120.0985252,38.4267834,1290,MOUNTAIN VIEW,,,,,,,fe3414f6feffa16f
-120.099209,38.4265162,1226,SKYLINE DR,,,,,,,372b993af00b449e
-120.0995564,38.4261103,1235,SKYLINE DR,,,,,,,3d8ce6e0db50e0d0
-120.1000457,38.4261616,1263,SKYLINE DR,,,,,,,8e71ef99f9192eab
-120.1017091,38.4262934,1309,SKYLINE DR,,,,,,,18985d9cbf3e8658
-120.1019007,38.4257346,1368,SUMMIT VIEW,,,,,,,067216f58b749d80
-120.1009804,38.4258138,1328,SUMMIT VIEW,,,,,,,129b375116b6ef00
-120.0997181,38.4258397,1262,SUMMIT VIEW,,,,,,,92e7a3230ad709bf
-120.1019348,38.4248097,1371,SUMMIT VIEW,,,,,,,3e458ea077f5e954
-120.1016233,38.4248155,1361,SUMMIT VIEW,,,,,,,1efa51d5ffb286cf
-120.1010303,38.4249888,1341,SUMMIT VIEW,,,,,,,04fcca27792e1d57
-120.1004233,38.4251852,1305,SUMMIT VIEW,,,,,,,be1237fa801675c5
-120.0987026,38.4257581,1221,SUMMIT VIEW,,,,,,,1149a260293e48c7
-120.0980214,38.4251408,766,PONDEROSA WY,,,,,,,41a808d37f77a253
-120.0991396,38.4247405,824,PONDEROSA WY,,,,,,,daf08f136bc1c335
-120.0994809,38.4246539,842,PONDEROSA WY,,,,,,,72521bae94256b79
-120.0999903,38.4245617,866,PONDEROSA WY,,,,,,,0d80210962950854
-120.1006693,38.4243383,900,PONDEROSA WY,,,,,,,d6c8f4f20b07ad9e
-120.1018233,38.4238028,952,PONDEROSA WY,,,,,,,d21800bfa142fb53
-120.0968414,38.4262928,1101,SKYLINE DR,,,,,,,627d8050396ea180
-120.094031,38.425976,616,SKYLINE DR,,,,,,,58b85d8ad7b84412
-120.0940803,38.4253728,555,SKYLINE DR,,,,,,,85b73717437531bd
-120.0956124,38.4252642,655,PONDEROSA WY,,,,,,,8532fea67aaaf2e9
-120.0959168,38.4251103,673,PONDEROSA WY,,,,,,,363d1bd04b7b24a4
-120.097242,38.4246548,743,PONDEROSA WY,,,,,,,78e7e0da3cdc16c6
-120.0942483,38.4250357,615,HILLCREST DR,,,,,,,10156ea701686b2f
-120.0939473,38.4245707,485,SKYLINE DR,,,,,,,a1e1a5879da1521e
-120.0941261,38.4243404,467,SKYLINE DR,,,,,,,d4ab50f15f61ed3b
-120.0947646,38.4242541,663,HILLCREST DR,,,,,,,ed49ea4704b1e858
-120.0951737,38.4233428,381,SKYLINE DR,,,,,,,f9ff05b90f4671d5
-120.0954413,38.4231113,613,EDGEMONT RD,,,,,,,a4ed0e673d245d9d
-120.0960773,38.4230157,637,EDGEMONT RD,,,,,,,b62e2c824b09c4bc
-120.0960134,38.4242287,736,HILLCREST DR,,,,,,,19a4bab06f184a09
-120.0964188,38.4235431,729,HILLCREST DR,,,,,,,b9e41084e40a5b4e
-120.0967476,38.4238093,698,EDGEMONT RD,,,,,,,cb139756e790b6ed
-120.1000417,38.4231364,1026,PONDEROSA WY,,,,,,,9fb813e9fa208e87
-120.0997228,38.4231996,1046,PONDEROSA WY,,,,,,,041fbada3061ce54
-120.0987008,38.4231449,1110,PONDEROSA WY,,,,,,,36ca0bfda1aeff85
-120.0981659,38.4230459,1150,PONDEROSA WY,,,,,,,e6c7405c949db594
-120.0975755,38.423287,1149,PONDEROSA WY,,,,,,,f61f711d69ceed24
-120.097826,38.4234851,1137,PONDEROSA WY,,,,,,,dd87cbb70c020d04
-120.0982456,38.4236852,1121,PONDEROSA WY,,,,,,,fc7cef32449ad649
-120.0994145,38.4236923,1071,PONDEROSA WY,,,,,,,4239237dec49f94e
-120.1001955,38.423776,1037,PONDEROSA WY,,,,,,,60ee35f9cf40d48f
-120.1005632,38.4236894,1017,PONDEROSA WY,,,,,,,9a19f021401858b7
-120.0999302,38.4239669,877,PONDEROSA WY,,,,,,,d4bc1b68e5cddd1e
-120.098359,38.4241561,803,PONDEROSA WY,,,,,,,0537befc886a32e9
-120.0979884,38.4242836,751,EDGEMONT RD,,,,,,,d5e4289b05c30e78
-120.0968806,38.4230436,661,EDGEMONT RD,,,,,,,72be4de01d600334
-120.0799134,38.4398226,325,LODGEPOLE LN,,,,,,,bcc9bf04ffb26fa8
-120.0817886,38.4411543,377,ASPEN LN,,,,,,,013c970252099ff1
-120.0771993,38.4402637,18301,HWY 4,,,,,,,157850f72c8a41c6
-120.0773309,38.4406848,18327,HWY 4,,,,,,,0f7e470a329835dd
-120.077661,38.439955,18267,HWY 4,,,,,,,6fad7df57c1f2c92
-120.0771631,38.4397271,18265,HWY 4,,,,,,,3fc8b5ed211d1ec3
-120.0772363,38.4393272,18243,HWY 4,,,,,,,a91818750825598e
-120.0789388,38.4407465,146,WHITESIDE DR,,,,,,,6a9a39fa9bb0d871
-120.0760222,38.4400539,1,CABBAGE LN,,,,,,,22ce2523643374de
-120.0758541,38.4393135,18278,HWY 4,,,,,,,169ce6a2f332dbfc
-120.0758543,38.439286,199,STANISLAUS RD,,,,,,,e0357b93e53ff49a
-120.0778671,38.4389706,18207,HWY 4,,,,,,,0572ace93c749f5b
-120.0776801,38.4381276,18171,HWY 4,,,,,,,bdf82c4ecf8dc82c
-120.0778668,38.4375081,18135,HWY 4,,,,,,,bb7d140742839d74
-120.077708,38.4385499,18189,HWY 4,,,,,,,2b20b8d6da31d9e6
-120.53543,38.4163172,520,DOWLING RD,,,,,,,49d7fab0f7b8e35a
-120.5444715,38.4141341,23799,WEST POINT PIONEER RD,,,,,,,36469af7b1723a99
-120.5562097,38.4149388,24693,WEST POINT PIONEER RD,,,,,,,bb90ed17895dc3ec
-120.0779924,38.4372815,18119,HWY 4,,,,,,,3bc4a1c8947e175e
-120.0781606,38.4370644,18107,HWY 4,,,,,,,6ed6ce6a57e047f1
-120.0785486,38.4373377,18101,HWY 4,,,,,,,b456305e580b7cf8
-120.0766449,38.4380446,18186,HWY 4,,,,,,,ad6d1a4b61544822
-120.0737036,38.4515292,28,SILVER TIP DR,,,,,,,e5ecd898774913a7
-120.0737131,38.4510764,34,SILVER TIP DR,,,,,,,881c8d469b98350f
-120.0737092,38.4496877,66,SILVER TIP DR,,,,,,,98deeaa7c0d89d7f
-120.0728188,38.4473462,282,LITTLE BUCK RD,,,,,,,697b74aa649eb205
-120.0740927,38.4475237,354,LITTLE BUCK RD,,,,,,,5b4d8c8238e775f9
-120.0710538,38.447777,223,SILVER TIP DR,,,,,,,a70906d10af0d32f
-120.071966,38.4461576,346,HOMESTEAD DR,,,,,,,28630c4c60fe0d97
-120.0746661,38.4465366,432,LITTLE BUCK RD,,,,,,,444bf7974d9a521a
-120.074548,38.445585,490,LITTLE BUCK RD,,,,,,,0e4e7abec183fd01
-120.0739199,38.4468704,355,LITTLE BUCK RD,,,,,,,317106a9c278abaa
-120.0715998,38.4453691,377,HOMESTEAD DR,,,,,,,0fbd85df9634cfbd
-120.0706131,38.4445329,223,EAGLE LN,,,,,,,96b4e60ec9ed9b6a
-120.0715889,38.4445395,232,EAGLE LN,,,,,,,91d0eaf1e18c2974
-120.072027,38.444713,423,HOMESTEAD DR,,,,,,,0d84fd999b3d4d8b
-120.0738323,38.4449874,61,BLACK BEAR CT,,,,,,,aa31bb6d8ed87673
-120.0697022,38.4477986,170,MEADOW DR,,,,,,,ff09e1ec5d602983
-120.0691113,38.4475499,161,MEADOW DR,,,,,,,e21777001b60d241
-120.0697114,38.4470336,223,MEADOW DR,,,,,,,4596ff94c23ffb20
-120.0684483,38.4465248,50,EAGLE LN,,,,,,,fb858dc81f852628
-120.0689021,38.445511,101,EAGLE LN,,,,,,,1017fab9dbac79d3
-120.0682605,38.4459655,55,EAGLE LN,,,,,,,8e8c3b21d0b40e4e
-120.0736772,38.4532022,18,SILVER TIP DR,,,,,,,b245790f5cb6621e
-120.0740631,38.4542278,8,SILVER TIP DR,,,,,,,2400e492b5cbbd53
-120.0736205,38.4550654,5,SILVER TIP DR,,,,,,,0b8a641626280dc5
-120.0730252,38.4542754,11,SILVER TIP DR,,,,,,,c710db52d8b30e40
-120.0839002,38.4400055,446,ASPEN LN,,,,,,,5406736f84770441
-120.0831257,38.4398969,449,ASPEN LN,,,,,,,55412667f1db31a7
-120.0824995,38.4398675,387,SALT SPRINGS TL,,,,,,,d112f5269e843a58
-120.0839353,38.4390547,502,ASPEN LN,,,,,,,cc0fba17f09ab674
-120.0831068,38.4386008,515,ASPEN LN,,,,,,,0053461729a84f97
-120.0824405,38.438778,424,LODGEPOLE LN,,,,,,,e22786e03491f148
-120.0827973,38.4390239,453,JUNIPER CR,,,,,,,305a7e7d831b169a
-120.0824644,38.4392574,449,JUNIPER CR,,,,,,,17f839b1108d132b
-120.0825669,38.4395864,452,JUNIPER CR,,,,,,,577fee987f0d93d5
-120.0831565,38.4396558,464,JUNIPER CR,,,,,,,09f6f49e0d300667
-120.081947,38.4393621,388,JEFFRY CR,,,,,,,6690932eea333d5a
-120.0813822,38.4395571,387,JEFFRY CR,,,,,,,c8e442a9da7ee8b0
-120.0808593,38.4399026,314,LODGEPOLE LN,,,,,,,93b1cfa2da94141d
-120.0809947,38.4394855,346,LODGEPOLE LN,,,,,,,3549ba06c2f744c9
-120.0815051,38.4391402,376,LODGEPOLE LN,,,,,,,f7a12d26d675da2e
-120.0813934,38.4385601,403,LODGEPOLE LN,,,,,,,6cc816f9905e8fcf
-120.0808951,38.4390003,363,LODGEPOLE LN,,,,,,,4f8a7643a0d42103
-120.0819057,38.4404311,362,SALT SPRINGS TL,,,,,,,ef2837720a419f15
-120.0815278,38.440476,346,SALT SPRINGS TL,,,,,,,ecc8720ad4e2941f
-120.3706908,38.4424821,9615,LILY GAP FOLSOM RD,,,,,,,5f5c2b826b44327b
-120.4291726,38.4286247,6052,WINTON RD,,,,,,,da3a25bcbabbb591
-120.4298396,38.4282812,5958,WINTON RD,,,,,,,7fdc01b6790ce3ac
-120.3121017,38.4480487,11481,7N41,,,,,,,df1f2776b189ac0b
-120.4295809,38.4439547,6494,MEADOW GLEN RD,,,,,,,d0554c7ea8014fa5
-120.4307618,38.4401429,1760,LILY GAP FOLSOM RD,,,,,,,bb6ed8345191b296
-120.4757919,38.4326311,3903,TREE LN,,,,,,,f944552635311fe8
-120.4854912,38.4326018,3366,LILY GAP RD,,,,,,,e0c04dfe00376c24
-120.4924971,38.4306547,2840,LILY GAP RD,,,,,,,45ab4157f36909e9
-120.4935763,38.4289838,2715,LILY GAP RD,,,,,,,f0dad5c9d3ccd341
-120.5043596,38.4255647,1777,HIDDEN VALLEY RD,,,,,,,413b9193e0aff6e8
-120.5026587,38.4242858,1777,HIDDEN VALLEY RD,,,,,,,9df84bb812a27430
-120.5558304,38.4101496,48,HIGDON RD,,,,,,,f0a04e192dc3a8e8
-120.5620079,38.4133434,630,CEDAR LN,,,,,,,ff2594008b0423a9
-120.5579882,38.4134729,487,OLD COUNTY RD,,,,,,,500648fbabc98c53
-120.5569407,38.4138902,555,OLD COUNTY RD,,,,,,,73be20a63930050a
-120.4257567,38.4472042,6954,COOKS CAMP RD,,,,,,,dfcb1d89bed60909
-120.4273326,38.4448646,6950,COOKS CAMP RD,,,,,,,b0c3ea1863d2c152
-120.490049,38.4227396,145,BOY SCOUT CAMP RD,,,,,,,0e80a51e6815a426
-120.4876546,38.4186179,2340,STOCKTON BOX RD,,,,,,,6ff113ad1cc2ccbc
-120.4904021,38.4184229,2150,STOCKTON BOX RD,,,,,,,91f9dc1dcb7c1e85
-120.4921025,38.4176513,2054,WINTON RD,,,,,,,f461f0c116706c5d
-120.4890776,38.4245427,2650,WINTON RD,,,,,,,21ffbb6514519de2
-120.4905667,38.4234735,2558,WINTON RD,,,,,,,5f90d9b85289e2e1
-120.4901228,38.4237305,2590,WINTON RD,,,,,,,8cc84bb2003b2cbb
-120.4915664,38.4232236,2504,WINTON RD,,,,,,,52a99c85da29c790
-120.4895452,38.4237377,2630,WINTON RD,,,,,,,13cffc5a4e8e6ea8
-120.4887872,38.4237824,2636,WINTON RD,,,,,,,22c7a6d863f3e738
-120.4902152,38.4189092,2180,STOCKTON BOX RD,,,,,,,fb12c8d620e7be98
-120.4867203,38.4222027,355,BOY SCOUT CAMP RD,,,,,,,69da4db791ef8ed6
-120.4886888,38.4207706,276,BOY SCOUT CAMP RD,,,,,,,5a67c09360c8ce83
-120.4864058,38.4207459,380,BOY SCOUT CAMP RD,,,,,,,24f09e09905e6e3a
-120.4919368,38.4228623,2404,WINTON RD,,,,,,,c22fb4b34b76051b
-120.4919932,38.4220894,2346,WINTON RD,,,,,,,335f58fbf5b41f12
-120.4933809,38.4206998,2285,WINTON RD,,,,,,,e8dc43ba19cb7366
-120.4916848,38.4183887,2127,STOCKTON BOX RD,,,,,,,7b31d7f4384b840f
-120.4911423,38.4188178,2156,WINTON RD,,,,,,,9d717267bd19671f
-120.4997566,38.4113023,1506,WINTON RD,,,,,,,829c516750bcdb71
-120.4927153,38.4150923,1906,WINTON RD,,,,,,,0ce3bfeef9fdb51d
-120.4927736,38.4162857,1958,WINTON RD,,,,,,,dd83da3d733a8f81
-120.4938289,38.4165157,1882,LILY GAP RD,,,,,,,b10d575f88cbfad1
-120.4965047,38.4166877,1919,LILY GAP RD,,,,,,,db2a5722e2d32fcf
-120.4907746,38.4111953,201,ROBBINVILLE DR,,,,,,,8f7e0ae18a7089e0
-120.4915689,38.410607,207,ROBBINVILLE DR,,,,,,,92e0bb5007bbff8e
-120.4935196,38.4105129,213,ROBBINVILLE DR,,,,,,,e8ac39ed91f745b6
-120.4905205,38.4140367,100,ROBBINVILLE DR,,,,,,,b186de0e00de7a31
-120.5042739,38.4141553,1309,HIDDEN VALLEY RD,,,,,,,5d5878e7ec175fd2
-120.5051021,38.4141766,1265,HIDDEN VALLEY RD,,,,,,,053a5c0e0a1b4802
-120.5056583,38.4141251,1239,HIDDEN VALLEY RD,,,,,,,15f849a840cece39
-120.5043321,38.4151726,1283,HIDDEN VALLEY RD,,,,,,,c14d21d97f8a3f84
-120.5109484,38.4138605,955,HILLSDALE RD,,,,,,,4633ee577c9e13a9
-120.5543412,38.4155118,24769,WEST POINT PIONEER RD,,,,,,,f6ce5abf777dbe94
-120.542091,38.4133324,20,RHODA NIDEROST LN,,,,,,,5705e24121248e43
-120.5424965,38.4138466,23653,WEST POINT PIONEER RD,,,,,,,ee005cf516d1c2ab
-120.5416162,38.4127996,13,RHODA NIDEROST LN,,,,,,,75e49abecc007184
-120.5485949,38.4138514,23990,WEST POINT PIONEER RD,,,,,,,67197f9511ce901a
-120.5526834,38.4120755,24202,WEST POINT PIONEER RD,,,,,,,599ee314c214e2f8
-120.5557419,38.4109521,24464,WEST POINT PIONEER RD,,,,,,,fd62113792e47bdc
-120.5535467,38.4135549,94,IRIS WY,,,,,,,5ae8867b3593ecc9
-120.547252,38.412369,23875,WEST POINT PIONEER RD,,,,,,,6154650c0d1e3ce3
-120.5538869,38.4112283,145,IRIS WY,,,,,,,807e8cee7dc35167
-120.5642776,38.4135569,700,CEDAR LN,,,,,,,3b902d34073c4742
-120.508181,38.4216302,1406,QUARTZ MOUNTAIN RD,,,,,,,cf4639e8027f8361
-120.5052867,38.4219556,1311,QUARTZ MOUNTAIN RD,,,,,,,cd4ecf896d197ce6
-120.4298757,38.3956725,8585,BAILEY RIDGE RD,,,,,,,4d61348c18e0e5b3
-120.4228404,38.4075827,9432,SCHAAD RD,,,,,,,05b5b08c3a0ec8c5
-120.4149293,38.4003087,9625,BAILEY RIDGE RD,,,,,,,2511482f9b5899ef
-120.4020674,38.401944,10385,BAILEY RIDGE RD,,,,,,,f494e22b6bc29962
-120.3860309,38.4027042,11080,BAILEY RIDGE RD,,,,,,,6da4195fb83f6e2f
-120.4241844,38.392459,9082,BAILEY RIDGE RD,,,,,,,f6b504788a5ca99d
-120.2011107,38.3672039,9605,HWY 4,,,,,,,e799632ecc299c1b
-120.205908,38.36169,9155,HWY 4,,,,,,,d174047232e0b10d
-120.2021724,38.3577291,9334,HWY 4,,,,,,,ad2c62eab49e004b
-120.4278294,38.3581244,8000,MITCHELL MILL RD,,,,,,,9ae63cc915a56669
-120.4272343,38.3547905,8040,MITCHELL MILL RD,,,,,,,874c52fd33086611
-120.4129644,38.3439958,9090,MITCHELL MILL RD,,,,,,,63ff56a0c42dc3b9
-120.4294525,38.3343443,4985,W SUMMIT LEVEL RD,,,,,,,bd62e474b7a4890c
-120.4291588,38.3341961,4995,W SUMMIT LEVEL RD,,,,,,,0b461431c09d9daa
-120.4230849,38.3501163,8651,SKUNK HOLLOW LN,,,,,,,5f11f5d69623e820
-120.4231163,38.3476123,9001,SKUNK HOLLOW LN,,,,,,,63c5decf6cbf9870
-120.4233415,38.3253554,6345,SUMMIT LEVEL RD,,,,,,,eb3fb7fc0467d41d
-120.4262979,38.3499579,8599,SKUNK HOLLOW LN,,,,,,,db50272394aa577c
-120.256649,38.3300086,5557,HWY 4,,,,,,,765dc4065afcc665
-120.20974,38.3525546,8450,E HWY 4,,,,,,,ca88180f5352c979
-120.2088989,38.3517475,85,RAMSEY RD,,,,,,,ffa9d531ba92c7eb
-120.2085763,38.3520537,113,RAMSEY RD,,,,,,,63f62ff133b828f0
-120.2079396,38.352413,129,RAMSEY RD,,,,,,,5ca172f068bb8c6c
-120.2108435,38.3547429,8562,E HWY 4,,,,,,,a5228db4041d4304
-120.2089532,38.3549379,136,SPRING RD,,,,,,,8ebe385ed82026f6
-120.2102416,38.3539698,8512,E HWY 4,,,,,,,c238299b3b5a19e4
-120.2099285,38.3583981,8860,HWY 4,,,,,,,8a4b77ea5b24d204
-120.2102503,38.3582778,8850,HWY 4,,,,,,,6390700a7d5c56dd
-120.210562,38.3581489,8838,HWY 4,,,,,,,dc82a81afec574d8
-120.2115527,38.3576234,8780,HWY 4,,,,,,,63174d6180b91ddd
-120.2117921,38.3573825,8756,HWY 4,,,,,,,7d85bc5df3417f81
-120.2119239,38.3571154,8732,HWY 4,,,,,,,b033e49fa4122654
-120.2119814,38.3568297,8706,HWY 4,,,,,,,8004002c13c28e21
-120.5313858,38.4040416,80,COUNTRY LN,,,,,,,a94dcacd9bcb8e8e
-120.5255024,38.4044256,67,WINTON RD,,,,,,,3f32d80f521fa910
-120.2115202,38.3570504,77,BEATRICE DR,,,,,,,8d574680b2f5c7cf
-120.2103945,38.3578513,145,BEATRICE DR,,,,,,,4b259ab0015e906d
-120.2100922,38.357981,161,BEATRICE DR,,,,,,,53d4e749d7474eff
-120.2097902,38.3581101,177,BEATRICE DR,,,,,,,ed0c38bb86e391e5
-120.2092174,38.3578691,192,BEATRICE DR,,,,,,,07a004a078d5383a
-120.2098557,38.3576031,158,BEATRICE DR,,,,,,,b6e904432dc65b9e
-120.2101718,38.3574687,142,BEATRICE DR,,,,,,,a60c35073ee1181d
-120.2104916,38.3573346,126,BEATRICE DR,,,,,,,0746e3d4edb075f3
-120.2112317,38.3562499,50,BEATRICE DR,,,,,,,b7785385ff63da02
-120.210802,38.3578864,129,BEATRICE DR,,,,,,,6fa40c90fe43d6c5
-120.1654157,38.4000299,12639,HWY 4,,,,,,,77325a649ee13a54
-120.1651325,38.4005977,12679,HWY 4,,,,,,,f0c41bec17d9daaf
-120.1641802,38.3996011,12650,HWY 4,,,,,,,725f6a4029e932d7
-120.1642623,38.3993737,12638,HWY 4,,,,,,,cd4f5b391bdff107
-120.1644255,38.3990142,12618,HWY 4,,,,,,,66eede9429feb034
-120.1647215,38.3986389,12592,HWY 4,,,,,,,b5554ad59841d3c5
-120.1649777,38.398434,12574,HWY 4,,,,,,,f4ad899d5093c014
-120.1652508,38.3982407,12560,HWY 4,,,,,,,50ae61d8584e2007
-120.1655511,38.3980794,12544,HWY 4,,,,,,,c3059726bf0b3ac9
-120.1655934,38.3996961,12617,HWY 4,,,,,,,5f6df13ed392c8f5
-120.1624205,38.4042539,132,GANNS MEADOW DR,,,,,,,3fc82ba614252f5b
-120.1595936,38.4046233,20,GANNS MEADOW DR,,,,,,,b6e21d67f207722f
-120.1647092,38.4019002,12761,HWY 4,,,,,,,63ae88b1a2fb4d03
-120.1600928,38.4031983,12940,HWY 4,,,,,,,ef31625bb44889be
-120.5593933,38.3997079,2304,SPINK RD,,,,,,,1a5a5ff703f991f8
-120.5831992,38.3987715,1730,HIGDON RD,,,,,,,af1b6b79d5a3c1c0
