LON,LAT,NUMBER,STREET,UNIT,CITY,DISTRICT,REGION,POSTCODE,ID,HASH
-120.3584214,38.238891,2215,CAMANCHE DR,,,,,,,32fcd037fc212d70
-120.3586761,38.2387038,2237,CAMANCHE DR,,,,,,,575f510b0cd03a48
-120.3590347,38.2376521,2330,RAWHIDE DR,,,,,,,821212ce6ba42b72
-120.3586546,38.2381619,2286,PARDEE DR,,,,,,,323719a86f90e37f
-120.357883,38.2387308,2240,PARDEE DR,,,,,,,e16957d2c48df3fe
-120.3575718,38.2387009,2230,PARDEE DR,,,,,,,45d6209f3f5632fa
-120.3579923,38.2380128,2265,PARDEE DR,,,,,,,b5adc1d8296a56c6
-120.3583992,38.2376315,2297,PARDEE DR,,,,,,,0b27ff31d747b6e2
-120.3576888,38.2376408,2274,RAWHIDE DR,,,,,,,f817be36f294d728
-120.3578303,38.237092,2277,RAWHIDE DR,,,,,,,312be8ad6a8f48a5
-120.3585266,38.2370919,2311,RAWHIDE DR,,,,,,,16c733e2788a8822
-120.3588748,38.2370919,2331,RAWHIDE DR,,,,,,,1ac416a9d1fb26ff
-120.3592229,38.2370918,2347,RAWHIDE DR,,,,,,,9db6d54ca870e2f7
-120.3600677,38.2384204,2304,CAMANCHE DR,,,,,,,bbc9164e008484fa
-120.3598129,38.2386075,2288,CAMANCHE DR,,,,,,,56b13189c9d1d7f1
-120.3593032,38.2389817,2244,CAMANCHE DR,,,,,,,252d6874e617ad32
-120.3620613,38.2394562,2254,MEADOWVIEW RD,,,,,,,58650631fb9dde2f
-120.3619406,38.2397155,2238,MEADOWVIEW RD,,,,,,,f1238a48f73f0762
-120.3618038,38.2399742,2222,MEADOWVIEW RD,,,,,,,29bd3e4da24fecd3
-120.3616477,38.2402265,2204,MEADOWVIEW RD,,,,,,,7c99307404b85a31
-120.3639926,38.2364256,2419,HWY 4,,,,,,,438185bf11b638d7
-120.3630336,38.2371629,2516,CAMANCHE CT,,,,,,,249861cfccfb4986
-120.3635351,38.2373019,2351,HWY 4,,,,,,,f977e1e240e12502
-120.361845,38.2379968,2325,MEADOWVIEW WY,,,,,,,5cb968d49306544e
-120.3607431,38.2379246,2352,CAMANCHE DR,,,,,,,86bf4d807f9ec37f
-120.3610234,38.2377188,2370,CAMANCHE DR,,,,,,,f5c919a0e681cda2
-120.3613037,38.237513,2388,CAMANCHE DR,,,,,,,6d3d9ddb05986ec1
-120.3618516,38.2371107,2414,CAMANCHE DR,,,,,,,685a0c452d846f1f
-120.3621155,38.236913,2434,CAMANCHE DR,,,,,,,d2e12a2c295aae8d
-120.3624002,38.2366994,2480,CAMANCHE CT,,,,,,,6340bf444f26162d
-120.3629424,38.236465,2476,CAMANCHE DR,,,,,,,b0a6cf9f5217394a
-120.363062,38.2361837,2482,CAMANCHE DR,,,,,,,bfa7a5718b9dfb32
-120.361533,38.2366325,2425,CAMANCHE DR,,,,,,,898ebd90108bb26c
-120.3612355,38.2368242,2405,CAMANCHE DR,,,,,,,f19faaa88d8ed1c9
-120.3609807,38.2370114,2399,CAMANCHE DR,,,,,,,ff8e23c597b0faf5
-120.3604683,38.2373836,2403,RAWHIDE DR,,,,,,,ddb1997aefcc7679
-120.3603032,38.2370727,2393,RAWHIDE DR,,,,,,,5823778a1ff0fd2f
-120.3599177,38.2370739,2377,RAWHIDE DR,,,,,,,bb16de5e9bb1697a
-120.3595717,38.2370849,2371,RAWHIDE DR,,,,,,,6af730cefd1caedc
-120.3595884,38.2366799,2370,MUSTANG RD,,,,,,,f4952ae309f8cb79
-120.3581025,38.2532873,1441,PINE DR,,,,,,,78bf6918ea9d3aa2
-120.3577731,38.253245,1417,PINE DR,,,,,,,f1b6647debd2a22c
-120.3573608,38.2532529,1407,PINE DR,,,,,,,1d0532c5553e30ac
-120.358371,38.2537831,1462,PINE DR,,,,,,,53d09ca96e074e9f
-120.3573241,38.2537729,1410,PINE DR,,,,,,,ee136b0787be6add
-120.356972,38.2537587,1394,PINE DR,,,,,,,50bee8964422a9ee
-120.3566253,38.2537378,1376,PINE DR,,,,,,,c1bbf6640c237634
-120.3554777,38.2535483,1320,PINE DR,,,,,,,3c1f61d7b2e1b43b
-120.3560471,38.2527476,1340,HWY 4,,,,,,,e76c7b5d404fc51e
-120.3563937,38.2524906,1368,HWY 4,,,,,,,f6ca483d7db03ab9
-120.3571212,38.2519082,1418,HWY 4,,,,,,,aa181226ca8e5a91
-120.3574968,38.251603,1444,HWY 4,,,,,,,e017dc6520a0100f
-120.357837,38.2513476,1468,HWY 4,,,,,,,0e6df4e3aed27233
-120.3581215,38.251092,1488,HWY 4,,,,,,,151cff1853f94e88
-120.3562914,38.2537197,1358,PINE DR,,,,,,,8f2520cec7f4550a
-120.3632262,38.2536936,1982,FAIRWAY DR,,,,,,,95e1ee5e9702700b
-120.3628285,38.2537674,1968,FAIRWAY DR,,,,,,,3f901acf32938376
-120.3622981,38.253461,1944,FAIRWAY DR,,,,,,,9c98c0dcd70dd253
-120.3610195,38.2525512,1868,FAIRWAY DR,,,,,,,8415ad54b9fe29fb
-120.3607512,38.2523788,1852,FAIRWAY DR,,,,,,,fbc7d678addc58fb
-120.3605415,38.2521541,1842,FAIRWAY DR,,,,,,,a2dcd1244c50ae89
-120.3607037,38.2518996,1836,FAIRWAY DR,,,,,,,aebf19a3bfad4cc0
-120.3607066,38.2531277,1620,PINE DR,,,,,,,689d0cf6529713fb
-120.3590674,38.2537891,1490,PINE DR,,,,,,,a98b4079532d9923
-120.3596671,38.2532715,1498,PINE DR,,,,,,,9caf703145b93e2d
-120.3616807,38.2518391,1813,FAIRWAY DR,,,,,,,810db41c9e0d25de
-120.3619068,38.252337,1891,FAIRWAY DR,,,,,,,444e1970ed62bc5d
-120.3628087,38.2530475,1941,FAIRWAY DR,,,,,,,ff7d678b1efa535e
-120.3625844,38.2524518,2043,FAIRWAY DR,,,,,,,be382dd9ac7004ea
-120.362403,38.2518048,2077,FAIRWAY DR,,,,,,,c9858a14c6f45e97
-120.3631738,38.2518502,2078,FAIRWAY DR,,,,,,,11c08c14e29142a5
-120.3631817,38.2521078,2062,FAIRWAY DR,,,,,,,8dadd42cc4716fe2
-120.3632081,38.2523843,2044,FAIRWAY DR,,,,,,,caaa66289d4d1abb
-120.3632755,38.2527241,1711,ANTLER DR,,,,,,,d0eb53656181fe6c
-120.3622988,38.252734,1919,FAIRWAY DR,,,,,,,c9fb150eccb96ff7
-120.3622242,38.251078,1767,FAIRWAY DR,,,,,,,3c829d63204ed885
-120.3619987,38.251532,1789,FAIRWAY DR,,,,,,,4f006835d43ce1eb
-120.3609563,38.2516921,1828,FAIRWAY DR,,,,,,,b13ddc5206fdd199
-120.3611747,38.2514783,1810,FAIRWAY DR,,,,,,,04a4bb53045f4bd2
-120.3613932,38.2512644,1796,FAIRWAY DR,,,,,,,49048b73b4120e7d
-120.3615992,38.2510471,1778,FAIRWAY DR,,,,,,,4f98424f81940297
-120.3612434,38.2507609,1724,PINE DR,,,,,,,d7193f892e187f34
-120.3611158,38.250949,1720,PINE DR,,,,,,,27e30bbbdeeb8e44
-120.3609522,38.2511278,1708,PINE DR,,,,,,,74a2654d2394fc5b
-120.3606038,38.2514712,1676,PINE DR,,,,,,,81971807023d2880
-120.360429,38.2516423,1660,PINE DR,,,,,,,3d13c7c90aad389d
-120.3598066,38.2515041,1649,PINE DR,,,,,,,34c32b24d6c83999
-120.3599971,38.2513427,1659,PINE DR,,,,,,,8f28adcd1fb1d56d
-120.3608628,38.2501002,1761,PINE DR,,,,,,,8a8aaa1e487d474b
-120.3609195,38.2498924,1775,PINE DR,,,,,,,c2542f3101fe7ca0
-120.3617433,38.2496917,1794,PINE DR,,,,,,,02ca76720c08ad36
-120.3614687,38.2502004,1805,FIFTH GREEN DR,,,,,,,3c65cb43f7f3cdba
-120.3632009,38.2508915,2150,FAIRWAY DR,,,,,,,b0f5e4f52d101286
-120.3602222,38.2511833,1671,PINE DR,,,,,,,a6225868eb3d2759
-120.3610814,38.2494834,1801,PINE DR,,,,,,,1a799198ec6cdb97
-120.3611618,38.2492736,1813,PINE DR,,,,,,,1b80fae344cec5eb
-120.3611777,38.2490547,1825,PINE DR,,,,,,,7dd0719ba41a7cac
-120.3611863,38.2488351,1843,PINE DR,,,,,,,9997a78d2b5a6ecd
-120.3611948,38.2486155,1851,PINE DR,,,,,,,62a9b9e08015266a
-120.3612068,38.2483961,1869,PINE DR,,,,,,,92bc7a59cb2e2f2d
-120.3612337,38.2481775,1883,PINE DR,,,,,,,dac26d83373905e8
-120.3612624,38.247959,1895,PINE DR,,,,,,,76d958d02c17fcf7
-120.361291,38.2477405,1905,PINE DR,,,,,,,c996d38d11fc91e0
-120.3613197,38.247522,1923,PINE DR,,,,,,,2e09f20fb30f4d89
-120.3613484,38.2473035,1933,PINE DR,,,,,,,1bf28cc7ae871fb1
-120.3615086,38.2466585,1973,PINE DR,,,,,,,c5c219c5a17d00ae
-120.361579,38.246446,1989,PINE DR,,,,,,,1bae1beb19056375
-120.3616495,38.2462335,2003,PINE DR,,,,,,,9b69a1b47b055786
-120.3616987,38.246023,2015,PINE DR,,,,,,,ad849122593e35c8
-120.3617148,38.2458161,2027,PINE DR,,,,,,,bcb0fd1be936cb99
-120.3624804,38.2458906,2028,PINE DR,,,,,,,8622ac13542b6dfb
-120.3624183,38.2461609,2014,PINE DR,,,,,,,a5325198708e4b58
-120.3623493,38.2464308,1998,PINE DR,,,,,,,7d758ff6eaee64f1
-120.3622775,38.2466998,1982,PINE DR,,,,,,,4ce7a36050fc0215
-120.3622058,38.2469688,1962,PINE DR,,,,,,,feb0d4d2f9df2d4f
-120.3621441,38.2472377,1948,PINE DR,,,,,,,14868c8b5dd2f6ab
-120.3620984,38.2475099,1932,PINE DR,,,,,,,0a349eb840f4e382
-120.3620529,38.2477823,1908,PINE DR,,,,,,,a3e7fd2b46367033
-120.3620075,38.2480546,1888,PINE DR,,,,,,,f8ee54ea794efd8c
-120.361962,38.248327,1876,PINE DR,,,,,,,2dc65b42d82629ee
-120.3619222,38.2485992,1858,PINE DR,,,,,,,60c7bda06d768f0c
-120.3618892,38.2488731,1844,PINE DR,,,,,,,e02c5dc801cb1d0e
-120.3618563,38.2491469,1826,PINE DR,,,,,,,60888370f421ebb7
-120.3624729,38.249366,2235,FAIRWAY DR,,,,,,,260340c08b6a627b
-120.362479,38.2490728,2259,FAIRWAY DR,,,,,,,d9a62c035713ecf5
-120.3625086,38.2487743,2273,FAIRWAY DR,,,,,,,55bbb605ce3d8577
-120.3625506,38.2484482,2291,FAIRWAY DR,,,,,,,8bc56fbe4e403413
-120.3625999,38.2480701,2319,FAIRWAY DR,,,,,,,29bca2e186f164b1
-120.362669,38.2476543,2347,FAIRWAY DR,,,,,,,630e5b4e155341e2
-120.3627782,38.2472824,2375,FAIRWAY DR,,,,,,,80ad83862a8587e4
-120.3628036,38.246934,2381,FAIRWAY DR,,,,,,,9bd700b5cc32fb66
-120.3629837,38.2464248,2389,FAIRWAY DR,,,,,,,8aa940954224a54a
-120.3633722,38.2465037,2409,FAIRWAY DR,,,,,,,660460ba927293a2
-120.3633566,38.2472275,2378,FAIRWAY DR,,,,,,,c56453380a96bbb7
-120.3632898,38.2475906,2354,FAIRWAY DR,,,,,,,2eba134ee06277e4
-120.3632495,38.2478828,2336,FAIRWAY DR,,,,,,,d2cd24945d5b1e50
-120.3632379,38.2481586,2316,FAIRWAY DR,,,,,,,433644005d311cdd
-120.3632268,38.248433,2300,FAIRWAY DR,,,,,,,d3038ec787e410c8
-120.3632156,38.2487075,2280,FAIRWAY DR,,,,,,,757a3bb63d40c3c5
-120.3632035,38.2489833,2266,FAIRWAY DR,,,,,,,f96e1fd7b955eec9
-120.3613699,38.2471396,1943,PINE DR,,,,,,,6568820b518e5655
-120.3614212,38.2469243,1959,PINE DR,,,,,,,4f5bd58e252d953b
-120.3625078,38.2456117,2042,PINE DR,,,,,,,297bdbe179b81e87
-120.3625008,38.2453332,2064,PINE DR,,,,,,,35602eb835e4a6f3
-120.3627295,38.244237,2132,PINE DR,,,,,,,d01f1db9673fe168
-120.3626711,38.2439602,2148,PINE DR,,,,,,,7a1e73742845276c
-120.362697,38.2436901,2174,PINE DR,,,,,,,caf7f958ce6cbc63
-120.3627424,38.243417,2188,PINE DR,,,,,,,103ba956e31375cc
-120.3627878,38.243144,2204,PINE DR,,,,,,,2d9965cb66e2bcbb
-120.3620644,38.2445829,2113,PINE DR,,,,,,,6b4bfc7cd234bee4
-120.3618255,38.2448708,2087,PINE DR,,,,,,,8bea095d0da0cecd
-120.3616961,38.2452378,2069,PINE DR,,,,,,,b46a57cda3d00584
-120.3617171,38.2455686,2045,PINE DR,,,,,,,aaff175831e1932e
-120.3639881,38.2406965,2388,PINE DR,,,,,,,2265046e64c53765
-120.3635519,38.2414491,2330,PINE DR,,,,,,,9c6a18ae416fcc82
-120.36311,38.2421971,2280,PINE DR,,,,,,,c3a9e3ac035dc70b
-120.3629366,38.2424428,2251,COUNTRY CLUB DR,,,,,,,6558a1d53eb3dd9d
-120.365493,38.2395427,2490,PINE DR,,,,,,,439c5c48d4817f5d
-120.3657141,38.2393253,2506,PINE DR,,,,,,,2385b9a03de5b4cf
-120.3663588,38.2386576,2558,PINE DR,,,,,,,a4e7691246c19f6e
-120.3635322,38.2385265,2305,CEDAR LN,,,,,,,9460d64cf472a689
-120.3643886,38.2376267,2367,CEDAR LN,,,,,,,b49123e87f1a3130
-120.3646026,38.2374216,2383,CEDAR LN,,,,,,,8ccbf76d2be26e8a
-120.3633746,38.2387522,2285,CEDAR LN,,,,,,,899c6f2a88e5df51
-120.3694115,38.2371228,22,CHRISTINE CT,,,,,,,7520de5627aedd21
-120.3693681,38.2369195,32,CHRISTINE CT,,,,,,,7bd0609384f9a430
-120.369311,38.2367183,44,CHRISTINE CT,,,,,,,9edf555f88b59bec
-120.3692893,38.2365039,60,CHRISTINE CT,,,,,,,61b035d2e93eca73
-120.3692231,38.2362621,64,CHRISTINE CT,,,,,,,2b31ac5cc561b21b
-120.3686435,38.2366054,55,CHRISTINE CT,,,,,,,1f3ed56da1ccb259
-120.3687383,38.2368386,39,CHRISTINE CT,,,,,,,ba1ff36fa308fb98
-120.3688005,38.2370652,29,CHRISTINE CT,,,,,,,c6546a243bed4065
-120.3688549,38.237281,19,CHRISTINE CT,,,,,,,7f8ae7f64cecead0
-120.3679756,38.2374523,2675,PINE DR,,,,,,,38cea332f33d7fe7
-120.367514,38.2371369,2667,PINE DR,,,,,,,85cde5cbf260d15d
-120.3676455,38.2375395,2663,PINE DR,,,,,,,41709aefaab0567d
-120.3674138,38.237598,2645,PINE DR,,,,,,,3663dd4e2a0ce934
-120.367212,38.2372178,2641,PINE DR,,,,,,,bde2410e820e9696
-120.3669611,38.2372969,2637,PINE DR,,,,,,,d7b17ab4cae32467
-120.3670809,38.2376783,2629,PINE DR,,,,,,,4a6707168a3fad45
-120.3668312,38.2377383,2621,PINE DR,,,,,,,7b8323926eed7f94
-120.3666698,38.2374386,2617,PINE DR,,,,,,,29bfbf8af5bf265f
-120.3663197,38.237579,2613,PINE DR,,,,,,,641c4f1cc84f0a60
-120.3663748,38.2378457,2595,PINE DR,,,,,,,e118b8a94a72be20
-120.3654972,38.236436,2788,LAKEMONT DR,,,,,,,d37a357bc688eec3
-120.3681592,38.2370498,2705,PINE DR,,,,,,,5bfc12cfa2045f14
-120.3667372,38.2383591,2594,PINE DR,,,,,,,3c4ae99068477be2
-120.3671226,38.2383373,2620,PINE DR,,,,,,,5adae66662c07406
-120.3694383,38.2376971,2732,PINE DR,,,,,,,af8eaed19553ff08
-120.3697821,38.2375982,2750,PINE DR,,,,,,,7e1d75bf793dede1
-120.370686,38.2371533,2802,PINE DR,,,,,,,9df568c9129a4f20
-120.3703864,38.2372878,2782,PINE DR,,,,,,,58659410f8f923f3
-120.3700916,38.2374351,2766,PINE DR,,,,,,,1eaef29ff7112d3b
-120.3725055,38.23632,2886,PINE DR,,,,,,,5620a8a7bdc8fba8
-120.3710986,38.2362329,2845,PINE DR,,,,,,,9123c891711ec039
-120.3699337,38.2368144,2771,PINE DR,,,,,,,a3ab0225f0bb661d
-120.3563914,38.2510431,1421,HWY 4,,,,,,,e59e35193148b930
-120.3555432,38.2521477,1359,HWY 4,,,,,,,327b504cea3df184
-120.3559349,38.2518421,1377,HWY 4,,,,,,,7e81bf38485130d9
-120.3718124,38.2383037,2864,BLACK OAK DR,,,,,,,8a985fb1842d99f0
-120.37148,38.2383195,2848,BLACK OAK DR,,,,,,,aad7e22a6e9a81a5
-120.3711384,38.2383664,2830,BLACK OAK DR,,,,,,,7043d6cda09dda4b
-120.3707899,38.2384491,2796,BLACK OAK DR,,,,,,,bc0b7bab618f2fde
-120.3704264,38.2385496,2780,BLACK OAK DR,,,,,,,91439e5e6fcdf0ac
-120.3700216,38.2386201,2760,BLACK OAK DR,,,,,,,3cd7eeb9dfa4879b
-120.3695898,38.2387602,2742,BLACK OAK DR,,,,,,,4d49abc8b7a1fa6a
-120.3683299,38.2384953,2687,BLACK OAK DR,,,,,,,2a43f65f0540553e
-120.3686651,38.2384085,2705,BLACK OAK DR,,,,,,,bc7163915dbc98ea
-120.371184,38.2375664,2867,BLACK OAK CT,,,,,,,cab65a3d149e9ff7
-120.3719946,38.237788,2870,BLACK OAK CT,,,,,,,69107ac250371efa
-120.3722985,38.2375975,2892,BLACK OAK CT,,,,,,,aed9b0f16e1574ae
-120.3731666,38.2369217,2940,BLACK OAK CT,,,,,,,74bd114374f6ce1a
-120.3722265,38.2369364,2915,BLACK OAK CT,,,,,,,56bb954c5788519d
-120.3730393,38.2381109,2898,BLACK OAK DR,,,,,,,04ac6e964e4abd7d
-120.373041,38.2404385,3187,VENADO DR,,,,,,,a645e574447a72af
-120.3723554,38.2405153,3188,VENADO DR,,,,,,,45f4234f21897c18
-120.3718815,38.2403371,3090,VENADO DR,,,,,,,576e637b900e7088
-120.3713394,38.2400908,3079,VENADO DR,,,,,,,3a817fad4586e492
-120.3709791,38.2402666,3039,VENADO DR,,,,,,,01cea4bdc9bcd9f1
-120.3705048,38.2402383,3025,VENADO DR,,,,,,,e986e2b0fb4c8dab
-120.3696497,38.2402201,2981,VENADO DR,,,,,,,5f0dce829689237d
-120.3686302,38.2409284,2655,LINNET LN,,,,,,,d90b8f8d13df53b4
-120.3687589,38.240633,2625,LINNET LN,,,,,,,74ee0d108bd39a63
-120.3688283,38.2403639,2607,LINNET LN,,,,,,,47415b1053963c92
-120.3690013,38.2398312,2583,LINNET LN,,,,,,,86c962eb00e5fa11
-120.3694115,38.2397949,2602,COUNTRY CLUB DR,,,,,,,6bdb6530673784d4
-120.3700895,38.239886,2640,COUNTRY CLUB DR,,,,,,,b3e72b8c5f5e7d64
-120.3709897,38.2398377,2660,COUNTRY CLUB DR,,,,,,,ee65127158ff9849
-120.3723357,38.2402463,3176,VENADO DR,,,,,,,735fb384a95c084a
-120.3723072,38.2399907,3142,VENADO DR,,,,,,,263766fb4cae9221
-120.3730454,38.2401608,3175,VENADO DR,,,,,,,f3abbff28dd4957a
-120.3730552,38.2397896,3161,VENADO DR,,,,,,,de1378a011e4492b
-120.3727468,38.2395599,3147,VENADO DR,,,,,,,02f3d7a543aa5ac9
-120.3721967,38.2395374,3131,VENADO DR,,,,,,,801bb47efa1603e5
-120.3711777,38.2395632,2678,COUNTRY CLUB DR,,,,,,,a8a4dcc17b8c08e6
-120.3722056,38.239216,2746,COUNTRY CLUB DR,,,,,,,5d2114d9804e1a5e
-120.3730728,38.239201,2790,COUNTRY CLUB DR,,,,,,,68db2693ee0f9a2c
-120.3691084,38.2393565,2595,COUNTRY CLUB DR,,,,,,,06a9cad02a0e76b3
-120.3679878,38.2408516,2632,LINNET LN,,,,,,,a8e929b3dd0c1b71
-120.3675007,38.2407979,2488,COUNTRY CLUB DR,,,,,,,cbfcf6285b75d654
-120.3651364,38.2404912,2501,BLACK OAK DR,,,,,,,66058eb6c3186584
-120.3654345,38.2402516,2513,BLACK OAK DR,,,,,,,9e670a740631177b
-120.3661849,38.2404593,2530,BLACK OAK DR,,,,,,,fb6e96223cf0d281
-120.3668525,38.2405248,2479,COUNTRY CLUB DR,,,,,,,b9a4be643f650c51
-120.3677489,38.2406054,2506,COUNTRY CLUB DR,,,,,,,7a2fd3203738d215
-120.3679972,38.2404129,2524,COUNTRY CLUB DR,,,,,,,e59efb1504ff6351
-120.3671008,38.2403322,2497,COUNTRY CLUB DR,,,,,,,118beb2634572022
-120.3664332,38.2402668,2552,BLACK OAK DR,,,,,,,a3a3ca03326e0b68
-120.3657191,38.2400485,2531,BLACK OAK DR,,,,,,,4b1ebb3b52497524
-120.3659677,38.2398562,2553,BLACK OAK DR,,,,,,,ff085f1cc3ff3d48
-120.367349,38.2401397,2513,COUNTRY CLUB DR,,,,,,,e952c3b555953e70
-120.3682576,38.2401597,2602,LINNET LN,,,,,,,25123fc2e66e40f2
-120.3675973,38.2399472,2529,COUNTRY CLUB DR,,,,,,,8ffea0cd8c38fafa
-120.3669297,38.2398817,2580,BLACK OAK DR,,,,,,,b9450c91b0a717fa
-120.3662162,38.2396639,2569,BLACK OAK DR,,,,,,,e8b537428159de2e
-120.3664647,38.2394715,2581,BLACK OAK DR,,,,,,,a6252d4c5f37f2db
-120.367178,38.2396892,2598,BLACK OAK DR,,,,,,,f6689b476bee0d66
-120.3678383,38.2397518,2545,COUNTRY CLUB DR,,,,,,,96a8678457d958d7
-120.3681266,38.2395764,2559,COUNTRY CLUB DR,,,,,,,391f2fc9f9e12a85
-120.3674262,38.2394967,2614,BLACK OAK DR,,,,,,,15a6b4a6f11ed4e3
-120.3667132,38.2392792,2599,BLACK OAK DR,,,,,,,d98255c8db29569f
-120.3669535,38.2390923,2534,CEDAR LN,,,,,,,67beb138d074cec1
-120.3676681,38.2393012,2634,BLACK OAK DR,,,,,,,bece6c9632c0c0d5
-120.3679593,38.2391641,2656,BLACK OAK DR,,,,,,,30a426cfe9c02b98
-120.3684853,38.2394173,2560,LINNET LN,,,,,,,76894e6b2274c183
-120.3682814,38.2390858,2674,BLACK OAK DR,,,,,,,6bcef7e00e90155a
-120.3673376,38.2388292,2535,CEDAR LN,,,,,,,1ec55cdcd05ce3b0
-120.3676526,38.2386898,2657,BLACK OAK DR,,,,,,,384e0bb9a27c8ae6
-120.3686115,38.2389986,2690,BLACK OAK DR,,,,,,,9597543c3c6dbed9
-120.3689597,38.2388541,2524,LINNET LN,,,,,,,94aa79d46d699163
-120.3727029,38.242885,3529,VENADO DR,,,,,,,1af24839e9553821
-120.3722267,38.2428699,3337,VENADO DR,,,,,,,b3df177a46079169
-120.3710154,38.2427955,2436,SULTANA RD,,,,,,,bc3e66ad7bd0955a
-120.3701808,38.2429195,2407,SULTANA RD,,,,,,,66ea658de247b55a
-120.3687807,38.2427769,2347,CHAPARRAL DR,,,,,,,f78d620aae2e829f
-120.3680889,38.2427903,2820,VENADO DR,,,,,,,7614140f52cff409
-120.3682539,38.2425655,2836,VENADO DR,,,,,,,3aeb0f81ddab6e87
-120.368912,38.2425378,2369,CHAPARRAL DR,,,,,,,2fa468724a8652e7
-120.370325,38.2426695,2429,SULTANA RD,,,,,,,ac0384c9b37552f0
-120.3704693,38.2424197,2447,SULTANA RD,,,,,,,6d878a31c00698bf
-120.3711618,38.2425314,2454,SULTANA RD,,,,,,,f2b0d8f790782eae
-120.3716248,38.242672,3324,VENADO DR,,,,,,,a114a9255daf4d41
-120.3723678,38.2425908,3319,VENADO DR,,,,,,,5294ea6c0ba3d5ee
-120.3729896,38.2424836,3545,VENADO DR,,,,,,,13559091cff5b213
-120.3725089,38.2423118,3297,VENADO DR,,,,,,,a42958cca9d0df28
-120.3717674,38.2423917,3308,VENADO DR,,,,,,,d9ce83ad3fe8b126
-120.3713151,38.2422547,2472,SULTANA RD,,,,,,,43bd81ec7ccd6b0b
-120.3706137,38.2421697,2463,SULTANA RD,,,,,,,8f9d9b025f60d8a6
-120.3699671,38.2422394,2402,CHAPARRAL DR,,,,,,,5052bf44f36d4348
-120.3690391,38.2422813,2375,CHAPARRAL DR,,,,,,,c4fee6996aa56852
-120.3683436,38.24226,2856,VENADO DR,,,,,,,6f20ffcf30508df1
-120.3684754,38.2419765,2870,VENADO DR,,,,,,,5ce72e1d24aa3f9d
-120.3691868,38.2420249,2391,CHAPARRAL DR,,,,,,,99eef18096f6bbee
-120.3701142,38.2419905,2418,CHAPARRAL DR,,,,,,,a139a17b50189bce
-120.3707263,38.2419084,2473,SULTANA RD,,,,,,,c86059c31ab4a922
-120.3714685,38.2419779,2474,SULTANA RD,,,,,,,caa529d937ece561
-120.37191,38.2421114,3290,VENADO DR,,,,,,,5d00527c9ff8f3c8
-120.3728198,38.2420452,3279,VENADO DR,,,,,,,208aed8fc815776f
-120.3728844,38.2417848,3261,VENADO DR,,,,,,,b0352d5629474c18
-120.3720525,38.2418311,3268,VENADO DR,,,,,,,d78c2c10ee2ce8c9
-120.3716224,38.2416996,2492,SULTANA RD,,,,,,,aa3cfe6843bd8409
-120.3708826,38.2416753,2481,SULTANA RD,,,,,,,3b70f281c29dfadc
-120.370295,38.2416964,2454,CHAPARRAL DR,,,,,,,14e280091aa8e3cd
-120.3686459,38.2417253,2888,VENADO DR,,,,,,,6d171817d5f6d388
-120.3688611,38.2415059,2904,VENADO DR,,,,,,,4c0946962da308c1
-120.3695531,38.241563,2431,CHAPARRAL DR,,,,,,,7132e5d4f9a8d5b7
-120.3718298,38.2413997,2522,SULTANA RD,,,,,,,a1b58edfabbecec1
-120.3721899,38.2415414,3252,VENADO DR,,,,,,,6883d80af3337783
-120.372949,38.2415246,3245,VENADO DR,,,,,,,3ab0b9a51eba4dc3
-120.3730101,38.2412633,3235,VENADO DR,,,,,,,ef525b1a3d781a93
-120.3723385,38.241255,2568,SULTANA RD,,,,,,,9762664319df3a14
-120.3730306,38.2409919,3219,VENADO DR,,,,,,,67a7da3185d8460c
-120.3730358,38.2407159,3195,VENADO DR,,,,,,,23f0616d55217fc3
-120.372369,38.2407989,3202,VENADO DR,,,,,,,a19364542ed2767b
-120.3719601,38.2408694,2547,SULTANA RD,,,,,,,a0d662af20bd96ea
-120.3715688,38.241014,2533,SULTANA RD,,,,,,,5c153d99b52bede8
-120.371214,38.2411782,2515,SULTANA RD,,,,,,,e83031ae1de88e97
-120.3708582,38.2411754,2485,CHAPARRAL DR,,,,,,,77df2f8b487a3c6b
-120.3705052,38.2411638,2473,CHAPARRAL DR,,,,,,,4acb4935d8464589
-120.3701142,38.2411756,2457,CHAPARRAL DR,,,,,,,042ebaa392978456
-120.3697709,38.2413127,2445,CHAPARRAL DR,,,,,,,974e91f1dd036c8e
-120.3690825,38.2412939,2928,VENADO DR,,,,,,,f1413db820e37623
-120.3693039,38.241082,2946,VENADO DR,,,,,,,e336deddd812a78e
-120.3694942,38.2408589,2964,VENADO DR,,,,,,,e10f70185ed264a6
-120.3697736,38.240733,2984,VENADO DR,,,,,,,97449ef877cd300c
-120.3701177,38.2407569,3004,VENADO DR,,,,,,,b507e9357fa46885
-120.3704656,38.2407502,3024,VENADO DR,,,,,,,22be5e658611c472
-120.3708135,38.2407435,3040,VENADO DR,,,,,,,c8f69d3029fe5771
-120.3711624,38.2407356,3056,VENADO DR,,,,,,,308cad15721ed388
-120.3716154,38.2406533,3066,VENADO DR,,,,,,,0382bf57d4bad511
-120.3697462,38.2426134,2378,CHAPARRAL DR,,,,,,,df213d211cd17c30
-120.3670714,38.2428291,2787,VENADO DR,,,,,,,17de95a9281a487b
-120.3667804,38.243004,2753,VENADO DR,,,,,,,59a7999ac9d3f23d
-120.3663695,38.2429417,2743,VENADO DR,,,,,,,201a3709c32658d4
